Date,Prices,Log price,Log Return,Portfolio 
12/22/2006,1410.76,7.251883845,-0.005330405,0.005316224
12/26/2006,1416.9,7.256226666,0.00434282,-0.004352264
12/27/2006,1426.84,7.263217488,0.006990822,-0.007015315
12/28/2006,1424.73,7.261737601,-0.001479887,0.001478793
12/29/2006,1418.3,7.25721425,-0.004523351,0.004513136
1/3/2007,1416.6,7.256014913,-0.001199337,0.001198618
1/4/2007,1418.34,7.257242453,0.001227539,-0.001228293
1/5/2007,1409.71,7.251139288,-0.006103164,0.006084578
1/8/2007,1412.84,7.253357142,0.002217854,-0.002220315
1/9/2007,1412.11,7.252840319,-0.000516823,0.000516689
1/10/2007,1414.85,7.254778797,0.001938479,-0.001940359
1/11/2007,1423.82,7.261098679,0.006319882,-0.006339895
1/12/2007,1430.73,7.265940083,0.004841403,-0.004853142
1/16/2007,1431.9,7.266757513,0.00081743,-0.000817764
1/17/2007,1430.62,7.265863196,-0.000894317,0.000893917
1/18/2007,1426.37,7.262888034,-0.002975161,0.00297074
1/19/2007,1430.5,7.265779312,0.002891278,-0.002895462
1/22/2007,1422.95,7.26048746,-0.005291852,0.005277875
1/23/2007,1427.99,7.26402314,0.00353568,-0.003541938
1/24/2007,1440.13,7.272488666,0.008465526,-0.00850146
1/25/2007,1423.9,7.261154865,-0.011333801,0.011269815
1/26/2007,1422.18,7.259946185,-0.00120868,0.00120795
1/29/2007,1420.62,7.258848675,-0.00109751,0.001096908
1/30/2007,1428.82,7.264604208,0.005755533,-0.005772128
1/31/2007,1438.24,7.271175423,0.006571215,-0.006592853
2/1/2007,1445.94,7.276514908,0.005339485,-0.005353765
2/2/2007,1448.39,7.278207874,0.001692966,-0.0016944
2/5/2007,1446.99,7.277240816,-0.000967058,0.000966591
2/6/2007,1448,7.277938573,0.000697757,-0.000698
2/7/2007,1450.02,7.279332628,0.001394055,-0.001395027
2/8/2007,1448.31,7.278152638,-0.00117999,0.001179294
2/9/2007,1438.06,7.271050262,-0.007102376,0.007077214
2/12/2007,1433.37,7.267783594,-0.003266668,0.003261338
2/13/2007,1444.26,7.275352359,0.007568765,-0.007597481
2/14/2007,1455.3,7.282967344,0.007614985,-0.007644053
2/15/2007,1456.81,7.284004393,0.001037049,-0.001037587
2/16/2007,1455.54,7.283132245,-0.000872148,0.000871768
2/20/2007,1459.68,7.285972513,0.002840268,-0.002844305
2/21/2007,1457.63,7.284567108,-0.001405405,0.001404418
2/22/2007,1456.38,7.283709184,-0.000857924,0.000857556
2/23/2007,1451.19,7.280139188,-0.003569995,0.00356363
2/26/2007,1449.37,7.278884258,-0.00125493,0.001254143
2/27/2007,1399.04,7.243541566,-0.035342692,0.034725432
2/28/2007,1406.82,7.249087117,0.005545551,-0.005560956
3/1/2007,1403.17,7.246489242,-0.002597875,0.002594503
3/2/2007,1387.17,7.235020979,-0.011468262,0.011402752
3/5/2007,1374.12,7.225568805,-0.009452174,0.009407643
3/6/2007,1395.41,7.240943558,0.015374753,-0.015493553
3/7/2007,1391.97,7.238475289,-0.002468269,0.002465225
3/8/2007,1401.89,7.245576605,0.007101316,-0.00712659
3/9/2007,1402.85,7.246261161,0.000684555,-0.000684789
3/12/2007,1406.6,7.248930724,0.002669563,-0.002673129
3/13/2007,1377.95,7.228352166,-0.020578557,0.020368263
3/14/2007,1387.17,7.235020979,0.006668813,-0.006691099
3/15/2007,1392.28,7.23869797,0.003676991,-0.003683759
3/16/2007,1386.95,7.234862371,-0.003835599,0.003828252
3/19/2007,1402.06,7.245697863,0.010835492,-0.010894409
3/20/2007,1410.94,7.252011428,0.006313565,-0.006333538
3/21/2007,1435.04,7.268948002,0.016936574,-0.017080811
3/22/2007,1434.54,7.268599519,-0.000348483,0.000348422
3/23/2007,1436.11,7.269693348,0.001093829,-0.001094427
3/26/2007,1437.5,7.270660773,0.000967424,-0.000967892
3/27/2007,1428.61,7.264457223,-0.00620355,0.006184348
3/28/2007,1417.23,7.256459541,-0.007997681,0.007965785
3/29/2007,1422.53,7.260192255,0.003732714,-0.003739689
3/30/2007,1420.86,7.259017601,-0.001174654,0.001173964
4/2/2007,1424.55,7.261611253,0.002593652,-0.002597018
4/3/2007,1437.77,7.270848581,0.009237328,-0.009280124
4/4/2007,1439.37,7.271960797,0.001112216,-0.001112835
4/5/2007,1443.76,7.275006101,0.003045304,-0.003049946
4/9/2007,1444.61,7.275594668,0.000588567,-0.00058874
4/10/2007,1448.39,7.278207874,0.002613206,-0.002616623
4/11/2007,1438.87,7.271613362,-0.006594511,0.006572815
4/12/2007,1447.8,7.277800442,0.00618708,-0.00620626
4/13/2007,1452.85,7.281282424,0.003481982,-0.003488051
4/16/2007,1468.47,7.291976321,0.010693898,-0.010751282
4/17/2007,1471.48,7.294023976,0.002047655,-0.002049753
4/18/2007,1472.5,7.294716916,0.00069294,-0.00069318
4/19/2007,1470.73,7.293514155,-0.00120276,0.001202037
4/20/2007,1484.35,7.302732245,0.00921809,-0.009260707
4/23/2007,1480.93,7.300425548,-0.002306697,0.002304039
4/24/2007,1480.41,7.300074355,-0.000351192,0.00035113
4/25/2007,1495.42,7.310162383,0.010088027,-0.010139083
4/26/2007,1494.25,7.309379688,-0.000782695,0.000782389
4/27/2007,1494.07,7.309259219,-0.000120469,0.000120462
4/30/2007,1482.37,7.301397437,-0.007861781,0.007830958
5/1/2007,1486.3,7.304045089,0.002647652,-0.00265116
5/2/2007,1495.92,7.310496681,0.006451592,-0.006472448
5/3/2007,1502.39,7.314812452,0.004315771,-0.004325097
5/4/2007,1505.62,7.316960052,0.0021476,-0.002149908
5/7/2007,1509.48,7.3195205,0.002560447,-0.002563728
5/8/2007,1507.72,7.318353855,-0.001166645,0.001165965
5/9/2007,1512.58,7.321572081,0.003218226,-0.00322341
5/10/2007,1491.47,7.30751749,-0.014054591,0.013956286
5/11/2007,1505.85,7.317112802,0.009595312,-0.009641495
5/14/2007,1503.15,7.315318185,-0.001794617,0.001793008
5/15/2007,1501.19,7.314013406,-0.001304779,0.001303928
5/16/2007,1514.14,7.3226029,0.008589494,-0.00862649
5/17/2007,1512.75,7.321684466,-0.000918434,0.000918012
5/18/2007,1522.75,7.32827319,0.006588724,-0.006610477
5/21/2007,1525.1,7.329815261,0.001542071,-0.001543261
5/22/2007,1524.12,7.329172473,-0.000642787,0.00064258
5/23/2007,1522.28,7.32796449,-0.001207983,0.001207254
5/24/2007,1507.51,7.318214562,-0.009749928,0.009702552
5/25/2007,1515.73,7.32365245,0.005437888,-0.0054527
5/29/2007,1518.11,7.325221419,0.001568969,-0.0015702
5/30/2007,1530.23,7.33317333,0.007951911,-0.007983611
5/31/2007,1530.62,7.333428161,0.000254831,-0.000254863
6/1/2007,1536.34,7.337158243,0.003730082,-0.003737047
6/4/2007,1539.18,7.339005086,0.001846843,-0.001848549
6/5/2007,1530.95,7.333643737,-0.005361349,0.005347003
6/6/2007,1517.38,7.324740442,-0.008903294,0.008863777
6/7/2007,1490.72,7.307014504,-0.017725939,0.017569759
6/8/2007,1507.67,7.318320692,0.011306188,-0.011370345
6/11/2007,1509.12,7.319281978,0.000961287,-0.000961749
6/12/2007,1493,7.308542798,-0.010739181,0.010681722
6/13/2007,1515.67,7.323612864,0.015070067,-0.015184193
6/14/2007,1522.97,7.328417655,0.00480479,-0.004816352
6/15/2007,1532.91,7.334923169,0.006505514,-0.006526721
6/18/2007,1531.05,7.333709054,-0.001214115,0.001213378
6/19/2007,1533.7,7.335438396,0.001729342,-0.001730838
6/20/2007,1512.84,7.321743958,-0.013694438,0.013601096
6/21/2007,1522.19,7.327905366,0.006161408,-0.006180429
6/22/2007,1502.56,7.314925599,-0.012979767,0.012895893
6/25/2007,1497.74,7.311712584,-0.003213015,0.003207859
6/26/2007,1492.89,7.308469118,-0.003243467,0.003238213
6/27/2007,1506.34,7.317438146,0.008969029,-0.009009371
6/28/2007,1505.71,7.317019827,-0.00041832,0.000418233
6/29/2007,1503.35,7.31545123,-0.001568596,0.001567366
7/2/2007,1519.43,7.326090544,0.010639313,-0.010696112
7/3/2007,1524.87,7.32966444,0.003573896,-0.00358029
7/5/2007,1525.4,7.33001195,0.00034751,-0.00034757
7/6/2007,1530.44,7.333310555,0.003298605,-0.003304051
7/9/2007,1531.85,7.334231434,0.00092088,-0.000921304
7/10/2007,1510.12,7.319944397,-0.014287037,0.014185462
7/11/2007,1518.76,7.325649491,0.005705095,-0.0057214
7/12/2007,1547.7,7.344525237,0.018875745,-0.019055018
7/13/2007,1552.5,7.347621814,0.003096577,-0.003101376
7/16/2007,1549.52,7.345700485,-0.001921329,0.001919484
7/17/2007,1549.37,7.345603676,-9.68E-05,9.68E-05
7/18/2007,1546.17,7.343536184,-0.002067491,0.002065355
7/19/2007,1553.08,7.347995335,0.004459151,-0.004469108
7/20/2007,1534.1,7.335699169,-0.012296166,0.012220877
7/23/2007,1541.57,7.340556657,0.004857488,-0.004869305
7/24/2007,1511.04,7.320553434,-0.020003222,0.019804485
7/25/2007,1518.09,7.325208245,0.00465481,-0.00466566
7/26/2007,1482.66,7.301593051,-0.023615194,0.023338537
7/27/2007,1458.95,7.285472278,-0.016120773,0.015991529
7/30/2007,1473.91,7.295674013,0.010201735,-0.01025395
7/31/2007,1455.27,7.282946729,-0.012727283,0.012646634
8/1/2007,1465.81,7.29016327,0.00721654,-0.007242642
8/2/2007,1472.2,7.29451316,0.00434989,-0.004359365
8/3/2007,1433.06,7.267567297,-0.026945862,0.026586061
8/6/2007,1467.67,7.291431388,0.023864091,-0.024151117
8/7/2007,1476.71,7.297571919,0.006140531,-0.006159423
8/8/2007,1497.49,7.311545652,0.013973733,-0.014071822
8/9/2007,1453.09,7.281447602,-0.03009805,0.029649614
8/10/2007,1453.64,7.281826035,0.000378432,-0.000378504
8/13/2007,1452.92,7.281330604,-0.000495431,0.000495308
8/14/2007,1426.54,7.263007211,-0.018323393,0.01815654
8/15/2007,1406.7,7.249001815,-0.014005396,0.013907777
8/16/2007,1411.27,7.252245287,0.003243472,-0.003248738
8/17/2007,1445.94,7.276514908,0.024269621,-0.024566525
8/20/2007,1445.55,7.276245151,-0.000269757,0.000269721
8/21/2007,1447.12,7.277330653,0.001085502,-0.001086091
8/22/2007,1464.07,7.288975508,0.011644854,-0.011712919
8/23/2007,1462.5,7.287902579,-0.001072928,0.001072353
8/24/2007,1479.37,7.2993716,0.011469021,-0.011535042
8/27/2007,1466.79,7.290831619,-0.008539982,0.00850362
8/28/2007,1432.36,7.267078713,-0.023752906,0.023473026
8/29/2007,1463.76,7.288763747,0.021685034,-0.021921863
8/30/2007,1457.64,7.284573969,-0.004189778,0.004181013
8/31/2007,1473.99,7.295728288,0.01115432,-0.011216761
9/4/2007,1489.42,7.306142061,0.010413773,-0.010468185
9/5/2007,1472.29,7.294574291,-0.011567771,0.011501122
9/6/2007,1478.55,7.298817157,0.004242866,-0.00425188
9/7/2007,1453.55,7.281764119,-0.017053038,0.016908458
9/10/2007,1451.7,7.280490562,-0.001273557,0.001272746
9/11/2007,1471.49,7.294030772,0.013540209,-0.013632293
9/12/2007,1471.56,7.294078342,4.76E-05,-4.76E-05
9/13/2007,1483.95,7.30246273,0.008384389,-0.008419636
9/14/2007,1484.25,7.302664873,0.000202143,-0.000202163
9/17/2007,1476.65,7.297531288,-0.005133586,0.005120432
9/18/2007,1519.78,7.326320867,0.028789579,-0.029208005
9/19/2007,1529.03,7.332388826,0.00606796,-0.006086407
9/20/2007,1518.75,7.325642907,-0.006745919,0.006723216
9/21/2007,1525.75,7.330241371,0.004598464,-0.004609053
9/24/2007,1517.73,7.324971077,-0.005270295,0.005256431
9/25/2007,1517.21,7.324628401,-0.000342676,0.000342617
9/26/2007,1525.42,7.330025061,0.00539666,-0.005411248
9/27/2007,1531.38,7.333924569,0.003899508,-0.003907121
9/28/2007,1526.75,7.330896572,-0.003027997,0.003023417
10/1/2007,1547.04,7.344098707,0.013202135,-0.013289668
10/2/2007,1546.63,7.343833649,-0.000265057,0.000265022
10/3/2007,1539.59,7.339271426,-0.004562223,0.004551832
10/4/2007,1542.84,7.341380153,0.002108727,-0.002110952
10/5/2007,1557.59,7.350895034,0.009514881,-0.009560291
10/8/2007,1552.58,7.347673342,-0.003221692,0.003216508
10/9/2007,1565.15,7.355736945,0.008063603,-0.008096201
10/10/2007,1562.47,7.354023181,-0.001713764,0.001712296
10/11/2007,1554.41,7.348851331,-0.00517185,0.005158499
10/12/2007,1561.8,7.353594281,0.00474295,-0.004754216
10/15/2007,1548.71,7.345177605,-0.008416676,0.008381355
10/16/2007,1538.53,7.338582694,-0.006594911,0.006573212
10/17/2007,1541.24,7.340342566,0.001759872,-0.001761421
10/18/2007,1540.08,7.339589642,-0.000752924,0.000752641
10/19/2007,1500.63,7.313640299,-0.025949343,0.025615552
10/22/2007,1506.33,7.317431508,0.003791209,-0.003798405
10/23/2007,1519.59,7.326195841,0.008764333,-0.008802852
10/24/2007,1515.88,7.323751407,-0.002444433,0.002441448
10/25/2007,1514.4,7.3227746,-0.000976808,0.000976331
10/26/2007,1535.28,7.336468054,0.013693454,-0.013787639
10/29/2007,1540.98,7.340173857,0.003705803,-0.003712678
10/30/2007,1531.02,7.333689459,-0.006484398,0.00646342
10/31/2007,1549.38,7.34561013,0.011920671,-0.011992005
11/1/2007,1508.44,7.318831283,-0.026778847,0.026423473
11/2/2007,1509.65,7.319633115,0.000801832,-0.000802154
11/5/2007,1502.17,7.314666008,-0.004967107,0.004954791
11/6/2007,1520.27,7.32664323,0.011977221,-0.012049235
11/7/2007,1475.62,7.296833519,-0.02980971,0.029369783
11/8/2007,1474.77,7.296257324,-0.000576195,0.000576029
11/9/2007,1453.7,7.281867309,-0.014390015,0.014286974
11/12/2007,1439.18,7.271828786,-0.010038524,0.009988306
11/13/2007,1481.05,7.300506575,0.028677789,-0.029092956
11/14/2007,1470.58,7.29341216,-0.007094415,0.007069309
11/15/2007,1451.15,7.280111625,-0.013300535,0.013212474
11/16/2007,1458.74,7.285328328,0.005216704,-0.005230335
11/19/2007,1433.27,7.267713826,-0.017614502,0.017460274
11/20/2007,1439.7,7.272190038,0.004476212,-0.004486245
11/21/2007,1416.77,7.256134912,-0.016055126,0.015926929
11/23/2007,1440.7,7.272884386,0.016749474,-0.016890533
11/26/2007,1407.22,7.249371406,-0.02351298,0.023238704
11/27/2007,1428.23,7.264191194,0.014819788,-0.014930146
11/28/2007,1469.02,7.292350791,0.028159596,-0.028559825
11/29/2007,1469.72,7.292827185,0.000476395,-0.000476508
11/30/2007,1481.14,7.300567341,0.007740155,-0.007770187
12/3/2007,1472.42,7.294662585,-0.005904756,0.005887357
12/4/2007,1462.79,7.28810085,-0.006561735,0.006540254
12/5/2007,1485.01,7.303176785,0.015075935,-0.01519015
12/6/2007,1507.34,7.318101787,0.014925002,-0.015036936
12/7/2007,1504.66,7.316322238,-0.001779549,0.001777967
12/10/2007,1515.96,7.323804181,0.007481943,-0.007510003
12/11/2007,1477.65,7.298208267,-0.025595914,0.025271116
12/12/2007,1486.59,7.304240186,0.006031919,-0.006050148
12/13/2007,1488.41,7.305463715,0.00122353,-0.001224279
12/14/2007,1467.95,7.291622149,-0.013841566,0.013746212
12/17/2007,1445.9,7.276487244,-0.015134905,0.015020948
12/18/2007,1454.98,7.282747434,0.00626019,-0.006279826
12/19/2007,1453,7.281385664,-0.00136177,0.001360843
12/20/2007,1460.12,7.286273903,0.00488824,-0.004900207
12/21/2007,1484.46,7.302806349,0.016532446,-0.016669863
12/24/2007,1496.45,7.310850915,0.008044567,-0.008077011
12/26/2007,1497.66,7.311659169,0.000808254,-0.000808581
12/27/2007,1476.37,7.297341651,-0.014317518,0.01421551
12/28/2007,1478.49,7.298776576,0.001434924,-0.001435954
12/31/2007,1468.36,7.291901411,-0.006875165,0.006851585
1/2/2008,1447.16,7.277358294,-0.014543117,0.014437877
1/3/2008,1447.16,7.277358294,0,0
1/4/2008,1411.63,7.252500344,-0.02485795,0.024551535
1/7/2008,1416.18,7.255718385,0.003218041,-0.003223224
1/8/2008,1390.19,7.237195707,-0.018522677,0.018352186
1/9/2008,1409.13,7.250727772,0.013532064,-0.013624037
1/10/2008,1420.33,7.258644518,0.007916746,-0.007948166
1/11/2008,1401.02,7.244955822,-0.013688696,0.013595432
1/14/2008,1416.25,7.255767812,0.010811991,-0.010870652
1/15/2008,1380.95,7.230526947,-0.025240865,0.024924978
1/16/2008,1373.2,7.224899062,-0.005627886,0.005612079
1/17/2008,1333.25,7.195374849,-0.029524212,0.02909263
1/18/2008,1325.19,7.189311124,-0.006063725,0.006045378
1/22/2008,1310.5,7.178164023,-0.011147102,0.011085203
1/23/2008,1338.6,7.199379571,0.021215548,-0.021442198
1/24/2008,1352.07,7.20939203,0.01001246,-0.010062752
1/25/2008,1330.61,7.193392763,-0.015999268,0.01587196
1/28/2008,1353.97,7.210796297,0.017403534,-0.017555858
1/29/2008,1362.3,7.216929727,0.00613343,-0.006152278
1/30/2008,1355.81,7.212154341,-0.004775386,0.004764002
1/31/2008,1378.55,7.228787501,0.01663316,-0.016772261
2/1/2008,1395.42,7.240950724,0.012163223,-0.012237496
2/4/2008,1380.82,7.230432805,-0.01051792,0.0104628
2/5/2008,1336.64,7.197914281,-0.032518523,0.031995481
2/6/2008,1326.45,7.19026148,-0.007652802,0.007623594
2/7/2008,1336.91,7.19811626,0.00785478,-0.00788571
2/8/2008,1331.29,7.193903676,-0.004212584,0.004203724
2/11/2008,1339.13,7.199775428,0.005871752,-0.005889025
2/12/2008,1348.86,7.20701507,0.007239642,-0.007265912
2/13/2008,1367.21,7.220527446,0.013512376,-0.013604081
2/14/2008,1348.86,7.20701507,-0.013512376,0.013421494
2/15/2008,1349.99,7.207852464,0.000837394,-0.000837745
2/19/2008,1348.78,7.206955759,-0.000896705,0.000896303
2/20/2008,1360.03,7.215262037,0.008306278,-0.008340871
2/21/2008,1342.53,7.202311173,-0.012950865,0.012867363
2/22/2008,1353.11,7.210160926,0.007849753,-0.007880643
2/25/2008,1371.8,7.223879025,0.013718099,-0.013812624
2/26/2008,1381.29,7.230773124,0.006894099,-0.006917918
2/27/2008,1380.02,7.229853271,-0.000919853,0.00091943
2/28/2008,1367.68,7.220871153,-0.008982118,0.008941899
2/29/2008,1330.63,7.193407793,-0.027463359,0.02708967
3/3/2008,1331.34,7.193941233,0.00053344,-0.000533582
3/4/2008,1326.75,7.190487622,-0.003453611,0.003447654
3/5/2008,1333.7,7.195712314,0.005224692,-0.005238365
3/6/2008,1304.34,7.173452445,-0.022259869,0.022013946
3/7/2008,1293.37,7.165006494,-0.008445951,0.008410384
3/10/2008,1273.37,7.149422208,-0.015584286,0.015463479
3/11/2008,1320.65,7.185879319,0.03645711,-0.037129821
3/12/2008,1308.77,7.176843044,-0.009036275,0.008995571
3/13/2008,1315.48,7.181956897,0.005113853,-0.005126951
3/14/2008,1288.14,7.160954596,-0.021002301,0.020783289
3/17/2008,1276.6,7.151955573,-0.008999024,0.008958654
3/18/2008,1330.74,7.193490457,0.041534885,-0.042409526
3/19/2008,1298.42,7.16890342,-0.024587038,0.024287239
3/20/2008,1329.51,7.192565732,0.023662313,-0.023944487
3/24/2008,1349.88,7.207770979,0.015205246,-0.015321434
3/25/2008,1352.99,7.210072237,0.002301259,-0.002303909
3/26/2008,1341.13,7.201267821,-0.008804416,0.008765771
3/27/2008,1325.76,7.189741159,-0.011526662,0.011460485
3/28/2008,1315.22,7.181759231,-0.007981928,0.007950157
3/31/2008,1322.7,7.187430381,0.00567115,-0.005687261
4/1/2008,1370.18,7.222697397,0.035267016,-0.035896273
4/2/2008,1367.53,7.220761472,-0.001935925,0.001934052
4/3/2008,1369.31,7.222062242,0.00130077,-0.001301616
4/4/2008,1370.4,7.222857947,0.000795705,-0.000796022
4/7/2008,1372.54,7.224418317,0.00156037,-0.001561588
4/8/2008,1365.54,7.219305234,-0.005113083,0.005100033
4/9/2008,1354.49,7.211180279,-0.008124955,0.008092037
4/10/2008,1360.55,7.215644309,0.00446403,-0.004474009
4/11/2008,1332.83,7.19505978,-0.020584529,0.020374114
4/14/2008,1328.32,7.191670265,-0.003389515,0.003383777
4/15/2008,1334.43,7.196259513,0.004589249,-0.004599796
4/16/2008,1364.71,7.218697231,0.022437717,-0.022691336
4/17/2008,1365.56,7.21931988,0.000622649,-0.000622843
4/18/2008,1390.33,7.237296408,0.017976528,-0.018139078
4/21/2008,1388.17,7.235741612,-0.001554796,0.001553588
4/22/2008,1375.94,7.226892413,-0.008849199,0.00881016
4/23/2008,1379.93,7.229788052,0.002895639,-0.002899835
4/24/2008,1388.82,7.236209745,0.006421692,-0.006442355
4/25/2008,1397.84,7.242683467,0.006473722,-0.006494722
4/28/2008,1396.37,7.241631291,-0.001052176,0.001051623
4/29/2008,1390.94,7.237735057,-0.003896235,0.003888655
4/30/2008,1385.59,7.233881321,-0.003853736,0.00384632
5/1/2008,1409.34,7.250876789,0.016995468,-0.017140713
5/2/2008,1413.9,7.254107123,0.003230334,-0.003235557
5/5/2008,1407.49,7.249563255,-0.004543867,0.004533559
5/6/2008,1418.26,7.257186047,0.007622792,-0.007651919
5/7/2008,1392.57,7.23890624,-0.018279807,0.018113745
5/8/2008,1397.68,7.242568998,0.003662758,-0.003669474
5/9/2008,1388.28,7.23582085,-0.006748148,0.00672543
5/12/2008,1403.58,7.246781395,0.010960545,-0.011020832
5/13/2008,1403.04,7.24639659,-0.000384805,0.000384731
5/14/2008,1408.66,7.250394177,0.003997587,-0.004005588
5/15/2008,1423.57,7.26092308,0.010528903,-0.010584527
5/16/2008,1425.35,7.262172677,0.001249597,-0.001250378
5/19/2008,1426.63,7.263070299,0.000897622,-0.000898025
5/20/2008,1413.4,7.253753428,-0.00931687,0.009273602
5/21/2008,1390.71,7.237569687,-0.016183741,0.016053488
5/22/2008,1394.35,7.240183636,0.002613949,-0.002617368
5/23/2008,1375.93,7.226885145,-0.013298491,0.013210457
5/27/2008,1385.35,7.233708094,0.006822949,-0.006846278
5/28/2008,1390.84,7.23766316,0.003955066,-0.003962898
5/29/2008,1398.26,7.242983885,0.005320725,-0.005334905
5/30/2008,1400.38,7.244498907,0.001515022,-0.00151617
6/2/2008,1385.67,7.233939056,-0.010559851,0.010504292
6/3/2008,1377.65,7.228134428,-0.005804628,0.005787814
6/4/2008,1377.2,7.227807731,-0.000326697,0.000326644
6/5/2008,1404.05,7.247116196,0.019308465,-0.019496079
6/6/2008,1360.68,7.215739854,-0.031376343,0.030889214
6/9/2008,1361.76,7.21653326,0.000793406,-0.000793721
6/10/2008,1358.44,7.214092262,-0.002440998,0.002438021
6/11/2008,1335.49,7.197053545,-0.017038717,0.016894379
6/12/2008,1339.87,7.200327873,0.003274329,-0.003279695
6/13/2008,1360.03,7.215262037,0.014934164,-0.015046236
6/16/2008,1360.14,7.215342915,8.09E-05,-8.09E-05
6/17/2008,1350.93,7.208548523,-0.006794391,0.006771361
6/18/2008,1337.81,7.198789228,-0.009759296,0.009711829
6/19/2008,1342.83,7.202534606,0.003745379,-0.003752402
6/20/2008,1317.93,7.183817603,-0.018717003,0.018542928
6/23/2008,1318,7.183870715,5.31E-05,-5.31E-05
6/24/2008,1314.29,7.181051875,-0.00281884,0.002814871
6/25/2008,1321.97,7.186878327,0.005826452,-0.005843459
6/26/2008,1283.15,7.157073271,-0.029805056,0.029365265
6/27/2008,1278.38,7.15334893,-0.003724341,0.003717414
6/30/2008,1280,7.154615357,0.001266427,-0.001267229
7/1/2008,1284.91,7.158443956,0.003828599,-0.003835937
7/2/2008,1261.52,7.140072622,-0.018371334,0.01820361
7/3/2008,1262.9,7.141165943,0.001093321,-0.001093919
7/7/2008,1252.31,7.132745125,-0.008420818,0.008385462
7/8/2008,1273.7,7.14968133,0.016936205,-0.017080436
7/9/2008,1244.69,7.126641782,-0.023039548,0.022776164
